comment
I appreciate your review. I completed my first Coursera course just recently. Mine was available through the university where I work so it was free. I agree the peer-grading feedback was hit or miss. I did learn a lot from reading what other people turned in for assignments. And I personally tried to provide decent feedback. Some of the feedback was really thoughtful. Some was not even written in complete sentences! LOL! But I enjoyed the course a lot and will probably continue in the certification it is part of.
Coursera will give you skills but your BODY OF WORK is what will get you hired. You need a portfolio of work nowadays to stand out. Merely knowing and having the certificate is not enough. Start a Youtube Channel and/or website to showcase. your skills. This is a MUST.
"I've just finished the AWS IOT course.. it was not for beginner and fortunately i am familliar with AWS from last year. Some exercise was written in 2019 and as 2021 AWS has upgrading some services,  so after exercise 3 it is not meet the required upgraded version. But after all,  it is boosting my confidence for this pandemic era as coursera approved my financial aid."
I commend you on clarifying a little of the difference between the specialization and the courses.
Thank you for making this video. I'm stuck between taking a payroll course(s) with Coursera or taking a course with CUNY. I live in NYC and the price point is a huge difference. I'm currently paying for my son's college tuition and was wondering if Coursera would be worth the money as I would like to further my knowledge in finance but don't want to waste money. I truly appreciate your honesty and thoroughness.
I've taken Cybersecurity in college and Coursera and Coursera was excellent! They explained everything in a way I could better understand. The free course is nothing but listening so making sure you takes notes is highly important to make sure you know you are learning & understanding the content. Highly recommend 
"Coursera is great, but most of the courses I have done there were built in such way that if you do not achieve 100% score, you probably can not read. Exception being e.g. Pavel Pevzner's Bioinformatics specialisation or the original 2012 version of the Probabilistic Graphical Models course (has been diluted and split into several courses now, so not sure about that one any more).\n\nIn this respect, I found MITx courses on edX  better (and I like edX UX significantly more as well - yes, this is subjective). In order to pass those, you have to understand the subject matter, apply it in a creative way to a problem you have never seen before - so you have to actually think as opposed to Coursera's norm of simple recall quizzes. The only problem of those MITx courses is that they run on extremely crazy schedules, so having full-time job and/or family makes it almost impossible to do them simply because of lack of time."
I’m debating on taking courses has anyone taken any and have been able to advance in their careers?  Has your employers or others recognized the education from Coursera
Udemy is better for learning Python and SQL.  Learn and retained next to nothing after 4 months of python and SQL on Coursera.  Udemy has better hands on so far.  Actually it is almost all hands on.  \n\nCurrently taking 100 days to code and SQL boot camps.
"I'm stopping at 5 - 6 specializations and 2-3 individual courses. The last 3 specializations will based on change management, transformation, and SQL. Should be done by the end of May.... has taken 3 months, but will hopefully be worth it."
Hi there!\nSo I study using Coursera. I have taken a few courses on variety of fields I am interested in. I did an introductory marketing course ( from Wharton) and currently doing an accounting course ( also from Wharton). I wanna learn more about different branches of business as I am still trying to figure out what I like the most and what I should choose to pursue my degree. Now I wanna learn about business administration .Can you recommend me some great courses about business management or business administration for newbies on Coursera?\nThank you 
"@RichardWalls My company gives us access to the Coursera+ classes, some of which are taken straight from the UIUC iMBA courses. From what I could see, if you take these courses ahead of enrolling in the iMBA, you can use them towards your degree. Having been a part of both Coursera and iMBA at UIUC, do you know if this is an additional way to save some $$ on the 12 or so credits I currently have access to? Or is it something that you inevitably have to pay for when transferring those credits for consideration/grades? Thanks man, great channel! UIUC and Boston University applications going in this week, in large part thanks to your content!"
"Do they have due dates on the NBA courses for assignments? I’m at a community college and the professors set due dates for assignments. And sometimes we get 1 to 2 chapters per week. Well, really an average of one chapter. Plus of midterm if that happens depending on the professor and sometimes on rarer cases a final exam. What is Coursera like?"
Awesome video!\nI am actually thinking about doing a course about Legal Tech and Startups!\nThanks!\nCheers 
"As a person with no degree but interested in cyber security, would completing cyber security related certificates/courses allow me to step into the job field on a mid-high skill level?"
What do you think about Forage’s courses for college students trying to figure out a career path and how does it compare to Coursera?
"I would really like to know if you think it'll be possible to get into the job field of management using Coursera content, knowing that I have no degree. Thank youuu"
Great content. What do you think about Vonza platform?
"Can one put these on a resume and get a job for example Comptia + and Security + certs and get a job are they accepted by most employers or are these ""decorative wallpaper"" like a continuation learning which is nice and all lets employers know you seek improvement."
"I’m in college for bachelors in cyber security, but I want to do IT or project management while still in college  in coursera would that make sense? Or be worth it ?"
"Hi Richard, \nOne question: If I complete for example a financial accounting certificate from Penn University, do I get the certificate from Penn University or from Coursera?\nThanks"
" @RichardWalls  Thanks, but will the certificate show I completed the course from Penn University?"
" @richardcontell1314  yup, but it does not counts as a Credit, unless the course says so. I did a course from yale about psych and it has the yale logo and the coursera as well. It says you completed a xourse from that uni from coursera, your name and the teachers signature"
"I just did Microsoft Azure Fundamentals and it was riddled with problems. \nBroken links to Azure sandbox environments, steps that mention non-existent settings, or are in a different place now, inconsistent video player functionality from lesson to lesson - some fullscreen, some don't, some you can change speed, some you can't. And mid video tests that cut the presenter off mid-sentence and pop up before the fact have been taught. The whole experience was infuriating. Are their other courses falling out of sync like this, or was this just really bad luck?"
Greetings and Salutations \n\nFrom the free course offered in \nNew California Republic 
"Tried one course - Python programming basics. It was a lot of ""water"" in what seemed to be like an intro to an actual course, but then there was a ""test"", which one had to pass to get further. I was extremely frustrated to put it mildly, seems like the aim of such ""test"" is not to test ones knowledge, but with how much BS one is willing to put up with.\nUser interface isn't brilliant either - here on YouTube you can use fast backward and forward, if you missed something, on Coursera it just isn't there. I don't remember anymore, what other issues with UI there was, but I recall myself thinking how ironic it is to have those for a site, which claims to teach web design and programming skills."
"I tried to access coursera, but they give me only 7 day free trial. Can anyone say to me how I got the courses for free, please"
Course content excellent but very limited support resources ie no in person chats spend so much time trying to find out how to find a template needed to complete peer reviewed exercises ect.. overall the course organization can be poor but the content I have found to be exceptional.
"I was working 9$ front desk gym , Coursera courses saved me now I’m building a data center"
"Sir, I've a question\nIs this course for the people who are small and they don't graduated of school?"
"Hi Richard, I was planning on doing a course related to AI specialized in Business on coursera. Is there anything you can help me out with regarding this course?\nLike any kind of suggestions that could help me out with this course later in the coming future"
"I have some questions if i take EMT course in University of Colorado can i use that as my job everywhere like in Canada, USA, and UK?"
Debating whether or not I want start using coursera.
Will I get a paid certificate if I completed only one course out of a whole specialization?
I badly wanted to take a course but i don't have a laptop. I wish it could be available on just a phone.
"Do you know any details how to get in touch with workers there? Cuz I’ve completed the course, but can’t get a certificate… \nThanks for your reply in advance)"
"What do you recommend, guys, taking psychology courses at Coursera or IAP Career College? I’m not sure. Can anyone help me? Because I have searched of Coursera, and it has a D- grade from the Better Business Bureau. IAP has a high grade from Better Business Bureau."
thank you for explaining... \ni just wanna know how can i get free certificate from coursera when I'm done with certain courses. I'm from Sudan and where I'm from visa card and master card still not working lol.
"Hi, Rich! If ever I want to enroll myself to this program, it'll take 4 years, right? And will there be payment in case I want it to be credited as a degree diploma? Does coursera credit my finished 1st year, like that?\n\nA response from you will be sooo helpful!"
"I’m currently a new sport science student,and I started taking courses about sport science and science of exercise,do you think this degree would help me when I want to apply to another university around the world?"
i cant see the date they make the course how i can see it?
I’ve learned UI/ UX alone without courses in 1 month ! Only Google .
Can anyone confirm the cost? I am seeing $39 monthly. Do courses vary in cost in addition to the monthly $39 subscription fee?
Richard Walls - Career Dev & Finance It’s such unbelievable price comparing those profit making courses provided by some professional bodies.
Sir can you tell me from these courses how i will get a job mean i have done many courses but i dont know ho to use these courses for sell or earn a money from this. Can you help me how can i get a job from these courses Thanks.
I have a dumb question I am doing BDS currently in 3rd year But I have interest in Psychology..If I do online courses from coursera or any other sources can I become psychologist lol I mean Counsell people online bcz obv can’t be a clinical psychologist..
Do these courses have a good return on investment for a complete noob.
I'm thinking about taking online animation course which platform do you recommend?
Is there tests at the end of the paid courses?
Hi I am planning to take some coding related courses...Is it worth to take it via course era or via universities
"Hi, just a quick question. \nFor ANY free course they offer, you can get a paid certificate in the end? \nSo all of the process is free, but if you want a certificate to prove you've completed the course, you have the option to get a paid certificate?"
Do you get a job with Coursera certificate or not?
"Thank you for Video!\nI need an advice, please...\nI study online in university but I while I am studying I need more experience and skills which I do not get from university. I am thinking to try to  get a course from coursera, but I am not sure if I can work with certificate from coursera? Because I didn't graduate yet, but I want to start working, can I work with that certificate? Is it possible or not ?\n If you know any good courses for event management and Marketing, I would appreciate it !! thank you "
"I'm interested but I don't see how people whom have been high school drop outs can now attend Berkley. My question is say I use coursera and I get my B.A in computer science and I apply to IBM London, and the recruiter sees I've got a b.a from Harvard University. He decides to check with the dean of Harvard to make sure I've graduated from there. Is that dean or registrar office going to say ""hey, yeah he graduated from here I can see him in our program"". Or will they not have any information of me ever using there services."
"1. does it has weight in the course, 2-- will they help us get job, 3 how will be course conduct via zoom link, 4-- what type of job will i get, 5 after completing do we get job anywhere --   Salary how much i get ?\nthank u"
Cuestión si I can take more then one course for same price ?
"i can't believe the amount of courses you guys are saying you take. is this average? is this necessary to remain competitive for your fields? i often try to learn things on my own, but i haven't been able to use one of these services. i would like to bring myself to the level that i have real certifications or other things i can use to get a job. but sometimes i wonder if it's worth it or that what really  counts is real experience. is it possible to move into a new career with one of these certificates? is this similar to actual college courses? the price is not extremely cheap and i wouldn't expect it to be if this is legit, but i don't even have a computer set up at the moment and i question whether or not it will be worth it in the long run."
It is not just about certifications but also knowledge delivered in a structured and bit sized manner which sticks with you if you do the courses correctly and with patience. Certifications are the proof that yes you have the drive to upskill yourself in the field of your interest. It shows your own drive to improve yourself to be a better version of you.
Which IoT courses did you take?
" @RichardWalls  Thank you so much, for getting back to me Richard Walls. This is definitely a great starting point for me. I will take this course, and I see that I can enroll today. I appreciate the career development and finance mentoring you offer, it's awesome! I was particularly interested in your journey to becoming a product manager especially in the IoT space (I am working for a tech company that develops software for IoT spaces) . I aspire to be a product manager soon, and I'm working towards it. Thanks for the guidance. I have my eye on a couple of online MBAs to consider, thanks to your video on that... Brilliant!! I am grateful.\nAny thoughts regarding working towards a Product management certification? Is this worth pursuing, and could you please recommend a great certification that is recognized internationally?  Many thanks!"
Do you recommend it for web development courses ?
I might have guessed YouTube would put a coursera thumbs up to feed its data scrounging operations.
have gotten a job from coursera from the certificats please?
can i do the courses even though i'm 16
"Hi sir, for Coursera can I pay through PayPal balance rather than using credit card? Thanks in advance."
will coursera certificates help me get into a good college?
Hi. Is that cybersecurity set of courses available with the Coursera plus?
sir courses are reakky helpful for freelensing work to make money please guide me i am a 1st year student in engeniering college \nand i want to make some money by freeliencing in graphic desining
How can i get into the coursera program
How can I take a course  on Coursera
Love to do courses on Coursera. #CareerXskills
"Sir, what is the minimum educational qualification to seek a course like GIS (geographic information system)?"
"I'm unable to attain a degree right now, thanks to the stupid vaccine mandates. Is coursera a good alternative?"
Is worth learning UX/UI designing in Coursera?
Which Course?*
"Hello, First of all thank you for this video. Then I ask question. Honestly I need some recommendations pls my bachelor's speciality is philology ( English and literature). Which online course is available me on coursera? Pls answer "
But whicj course is useful for more job opportunity
2 Courses so far. 
Are the courses updated frequently?
all of these comments seem fake.. like did google pay you or all of you guys just bots?? lol.. this made me even less confident in coursera.. cool cool
Can someone do some courses in Coursera or EdX for me. I will pay him money. I just need the certificate by my name. It will be of great help.
Is there any courses on there where you get free cert after completion of the course without even applying for financial aid?
Hello  Now a days Coursera is providing Master's and Bachelor's degree courses is it Valid to learn on Coursera? And do they provide Financial aid/ free degree if we apply financial aid for this Bachelor's degree?
You're joking right?\n\nCoursera is a scam
Have been on Coursera since its beginning \nHave taken so many fabulous classes and now on my latest one: Women Spirituality in the Middle Ages ️\nCoursera is my intellectual and spiritual nourishment \nThank you to their extraordinary Team ️
"Hello sir, good evening.. this video has been helpful.. im thinking of starting a course in Coursera. I have lots of questions. I don’t know if you can give me your IG account. I’ll be most grateful."
I took Python for everybody on Coursera. And it was the best programming course I took. Love dr Chuck!
What was the name of the course ? And how much did it cost?
I wish you could reviews the MOOCs by university of Helsinki. I think they have good courses and talking about it might help people to gain the free availibilty of such courses
I'm living in a 3rd world country and I can't afford to pay $50 per month for courses!!
"Daniel, I appreciate your review of Coursera. Can you make a comparison video with other programming platforms? There are many of them and it's getting tough to choose."
"Hai,appreciate your vd,but may I ask if I learn from coursera the subjects that I didn’t learn during diploma,n can I know if the credits can be transfer when I study for degree?"
You don't lose access to courses after the end of subscription and you can Audit courses for free
Coursera is extremely popular these days. Thanks for video
Great review I have been using Coursera for almost 6 months now it does have some great Courses & I believe it is worth the price.
 @Lala-xq2ht   yeah it depends on what courses you’re looking to take but keep in mind just because you have a certificate it doesn’t guarantee you a job
I took 3 courses from coursera and graduated with two certificates. Nice platform. recommend
I just started on coursera last month and I can't believe that I didn't do it earlier
coursera is the best! I found out about this platform because of you
great video! I learn Coding on Coursera only
you are wrong man! some of coursera certificates really add value
Is coursera available in Arabic?
I have been on Coursera since 2019. perfect platform for learning
I completed 8 courses on Coursera and I highly recommend it.
I like that Coursera has lots of advanced lvl courses especially in data science
for me Udemy is better for learning Python and SQL
Coursera is brilliant. Like it
any good webdev courses on coursera?
"Coursera is a bit expensive, but it worth it"
I think the content on Coursera is much better than on Udemy.
I tried out udemy - I like the fact that they have an automatic course progress tracking and gives you a certificate right away as soon as you finish the course.
Udemy was  good for getting my feet wet in software development. Their rating systems help you choose the best courses. Their prices are very reasonable.
"What I don't like of LinkedIn Learning is that their Learning Paths sometimes feel disjointed, especially when it comes to web development or any other programming language, which they also have but a handful of them. They start with the fundamentals, but the next course, although it progresses on what you learned, it is not related, nor it develops upon the previous course. \nIn contrast, Udemy has bootcamps and they start from the fundamentals and build up from there, following a path that is engaging. \nIt is still very good quality material (LL), and I would absolutely recommend it if it were cheaper, but sadly they want you to pay for all the LinkedIn premium ""advantages"" you may never need just to unlock the learning experience."
LinkedIn Learning is free if you have a library card or enrolled in post-secondary institutions (in canada atleast)
We found skillshare to be youtube tutorials but piad. Coursera or Udemy is the way to go.
I hate coursera i paid a yearly subscription and i regret it
You should have mentioned the Financial Aid availability on Coursera
I think you forgot to say that udemy courses are regularly on sale at 80% so they cost less than 20$ for a lifetime accès thats huge différence
This is the most information rich video on YouTube about the comparison of different learning platforms. And yet it has so few views! 
"0:00  Consider online learning platforms if you lack time or funds for traditional college.\n0:46  Coursera: Offers diverse academic courses with affordable options, including programs from prestigious universities like Yale and Google.\n2:31  Skillshare: Subscription-based platform with a wide range of creative courses, though lacking official certificates or university-level programs.\n  Udemy: Provides a vast repository of specialized courses with lifetime access after a one-time payment and a 30-day refund policy.\n  EdX: Offers free access to high-quality courses from top universities, with optional paid certificates recognized for college credit.\n  LinkedIn Learning: Subscription-based platform focusing on professional development, particularly beneficial for business-related skills and networking."
"No you don't get check-ins , you just have to go trough all the videos and you will get a certificate, you don't have a time limit so once you buy a course you can finish it when you can."
"Hi, what is your thoughts on YouLearnity? My course is the only one on there, lol"
Which would be best for b learning a new language
I want to learn online course in hospitality management in housekeeping I have already working experience in housekeeping but I don't have education certificate please say me which website is good in premium
What do you think about Alison courses?
Aahh thank you so much! I was really wondering if EDX is legit. Because i see lots of negative reviews about it. So i was unsure if i should continue with my program with them or not. \n\nThank you for sharing info about all these other learning platforms. \n\nYou are an angel!!!️
Regularly I use Udemy for paid courses but these are knowledge based Solid realtime tricks does not cover in it. Coureera is little tricky where few topics are moderate & other high end certification are high price.
Learnbay or Coursea which is better option for Freshers
"Please make a video about your experience taking the course, I want to know if the platform is good for learning."
"I’m look for options trading , course ? Any suggestions"
Cam anyone give me the feedback of learnx courses if they have get an enrollment??
Im new i was graduated on alison but i need something new on ather platform
"How is New Skills Academy?\n\nCan some of their certifications get me a new job/career?\n\n800 courses. I definitely would not ever but a whole year membership, as I probably would really only ever be interested in 2-4 of their programs."
Best online learning platforms for beginners music production? ANY SUGGESTIONS?!!?
"I almost forked out on a ""learning people"" course, good job I did some deep research before I commited"
" @gradehacker  I know it is completely online based education learning,  but I want to know from which country it is conducted, thank you"
How about great learning platform?
Please do a specific video on courses for day trading
"hello boss, what courses do you recommend for retail businesses?"
"Define ""top"" - There are many other platforms out there, depending on what criteria you base your definition of ""top""."
It's just a marketing strategy. Udemy is quite frankly one of the lowest quality MOOC providers. Coursera ad Edx are easily the best since they're courses are affiliated with actual universities.
hello my friend can i get a e-commerce course
I’m stuck between Udemy y Coursera for social media  marketing
i dont know the best but coursera is certainly the worst
Edx is worst.....my favourite is Coursera
"Nah, just are created for different people. I have tried both, and I can admit that edX is more damanding than Coursera and hence, more tedious. Sometimes, their assignments forces you to think out of the box. In other words, they force you to interiorize the knowledge by hart. However, Coursera is more of a guided path towards a very simplified and  narrow goal. To provide an example, the Harvard professional certificate at edX for Data Science takes more than a year to complete. The similar ones (IBM) at coursera take less than a year. This just reflects the point that edX offers a more broad preparation while Coursera reduces the content to increase learning speed. I am not saying that one is better than the other, they are just simply created for a different audience."
I want short low quality courses that are very expensive. Who do I choose? Please help!
You think learn something on courseras can guarantee you a job
Which would be best for b learning a new language
The fact that you actually took the course and completed it before giving your opinion says a lot.  +1sub
You do not need to take the course to know it's bullshit. But I am glad there is another professional out there speaking the truth.
I came in here just to say Google’s course is one of the main reasons I passed my Security+. I received a high score too. So if your planning on taking the Security+ take Googles course first
@prostigeMarketing  if the cyber course feels too hard start with A+. A+ will give building blocks for Sec+
"I've almost completed it, currently at the end of 7th course (Python). \nI've had a exposure to Linux before. Just like you said, Except python (course 7) most of the Google cyber security course doesn't focus  or show or teach on actual applications that we'd use. \nBut what i CAN say is i'd rather have this than having aimlessly looking around without direction. and it did and DOES help me get confidence to go further. I just view it as first step, that's all."
" @JonGoodCyber   ""you will never convince me of any significant value in certifications that employers don't list in job postings"" -   well, yes, it's new one.  Only time will show.\n""That means if you do not get hands-on experience,"" -  a big majority of Sec+ certified folks have just done video course +  probably have read book + practice exams. That applied to 95+% as reddit comtpia's channel and discord channel have demostrated. Sad but true. You're talking about ideal approach of Sec+ certification which included labs which will cost  extra 100-200$ and only small percentage of people want to pay for it. While Security+ is only multiple choice + PBQs it's essentially  still purely theoretic exam."
"The Google Cybersecurity training offered in partnership with Coursera is one of the best and affordable beginner level certification. I think your review primarily based on your expertise, ignoring this training was ment for absolute beginners. I also noticed your replies of comments here are directing viewers to your online course platform, this in my opinion also contributed to your bias review. Honestly I'm enjoying the content. Again I will like you to show proof of completing the whole course in 4 days because I'm battling this for some months now. Thank you."
"i have done this in 3.5 days. I can give you proof :) I enrolled last Fri, Sep 27, 6:58 AM and finished Mon, Sep 30, 11:51 AM. Those dates I copy pasted from the email I got when I enrolled and when I receive the congratulatory email on my last course.\n\nUnfortunately I have to pay for certificate which I thought I will not have to :)"
I am actually currently taking the Google Cyber security course I'm on the third one which I guess would be course 3... Anyway I greatly appreciate your honest opinion because now I think I should probably lean more towards going ahead and studying for the security plus instead. I can put my valuable money and efforts into that which will get me further than this one would. Again I greatly appreciate your brutal honest opinion and it's helped me see which way I need to go. Thank you sir.
"Your review is 100% true! When I reviewed the course outline, I was quite surprised that they had SQL and Python as part of their curriculum. While those are nice to have, it's overwhelming for any beginner. Thanks for the real, and honest review. "
"Yes, you should have some serious understanding of how networks work before taking this class, I got my Network+ and took a CCNA class before taking this cert course. I thought this course was amazing, it taught me a lot. Don't knock it. It is so much better than most of the cybersecurity courses out there."
"Interested in google courses on Coursera in general and cyber secruity was one that seemed to be pushed quite a lot, so seeing your truthful evaluation on it is extremely helpful. Thanks Jon you did good :)"
I’m in course seven and everything you said in on par with my experience thus far. I would have enjoyed more in depth analysis of packets but I’ll have to get that from Chris Greer vids. At this point I’m just gonna finish it. It was something to do during summer so my interests wouldn’t wane. Now that classes have resumed it’s an afterthought compared to my college courses.  Thanks for your valuable insight.
Currently half way through the course on the Linux portion. I have been enjoying the amount of knowlegdge i'm soaking in based on this whole course. This for me was the best way to introduce myself in the field as i'm currentlly working in help desk for about 1.5 yeears and looking for the next step. I'm definetly looking forward to using the sec + voucher especially since my employer agreed to pay for the exam with the voucher once I complete this certificate. I am already prepard to study for the 601 after I finish this course. Any advice on what I should be doing now as im going through the course or even after completetion besides taking the sec+ ?
"I am new to the tech world , and I have so much interest in Cyber Security. Is it ideal for me to start with Coursera ? Please I need urgent help"
"I would recommend doing some research, be sure to chk their reviews.   Also Compare courses & prices before signing up. There’s some that have really good deals while others charge $800 more than the avg rate. Rn almost all prep courses have the same syllabus."
