comment
I’m interested in doing tech courses
"Not yet, there are many things I need to understand about this platform? How can we communicate"
 @berryberrystrawberry2428  Video explanations but what I have used is very interractive and at the end of each video you can download worksheet with all the words just learned in the video. I have used yonsei university course to learn korean. The courses vary with different topics though.
 @gradehacker  I'm conversational by now. I use mix of free resourses including the coursera courses.
"Was looking for data analyst related boot camps come to find that my local uni charges over 13000, yet Coursera is about 59$"
"Video lectures are not the same as in-person learning, where your work is reviewed by a learned expert, with feedback given, and with the ability to ask questions for clarification. Peer-grades aren't worth much. So, it's a big price difference but a big difference in what you're getting. (Still, we all know higher ed is overly priced now.)"
"Thank you for this in depth review! I think you were really fair.\n\nMy university gives out free Coursera to all of the students who want it, so I don't have to pay for certificates, but I think I would probably continue using the platform even after I graduated and didn't 't have free access anymore.\n\nI think it is a great way to deepen your knowledge in your own field, or try other, unfamiliar fields as well. All of the courses are high quality and a lot of them are even enjoyable to take and they never feel like a chore.\n\nMy only problem is that peer reviews are nothing more than a joke. It is not even that you are not reviewed by experts, but your course mates usually put zero effort into reviewing your work. I never got any constructive criticism, they usually just say ""Good."", probably without reading what I wrote, or say ""Could have been better"".\n\nAlso, I wish they had more subjects in Humanities. There are only a couple of literature/culture courses."
So if you pay the 50 dollars per month you can do any of the courses that cost 50 dollars? its just kind of like a subscription to Netflix that gives you access to all of its shows apart from the advanced courses in this case that cost over $2000 USD??
If we buy one course is it life time accessible or it will be over within the given period of time
"Hello, I signed up for the Teamwork and Creativity course, it has 5 modules. I have just answered the tasks of the first module and taken the final exam, which is subject to a fee. I wanted to ask if we have to pass all five modules in this mentioned course to get a certificate or can we get a certificate after passing the each module?"
"You will get a certificate for each individual course and then one more when you complete all of them, aka complete the specialisation. This means that if you are only interested in completing certain courses, not all of them, you can, but to earn the final certificate you have to complete all of the courses."
Question: why do I get a certificate for each course I finish? Like they’ll be 4 parts and I get a certificate for all of them? Should it be just one final certificate at the end?
so if i take a free course & succeed i have the option to pay for the certificate when i’m done?
"Somehow it doesn’t let me have a free course, though it says the course is free. What may be a problem?"
Does it offer Accounting courses?
"I took several courses, great contents. My challenge here comes in and I need help with payment. I woud wish to do payment direct from bank is it an available option? Payment criteria CANNOT work for me where I am ."
"What about people that are not in university? \nI mean, I finished high school like 20 years ago and that was it.\nWould someone like me be able to learn the free courses? \nIt's not like I am that bright... unfortunantly."
I have only done two courses and it seems to have some boring structure and a lot of fluff. like they will have a 2 minute overview and then a 1 min conclusion on a topic I just saw.
What happens if we don't finish the subscription course in time?
"Coursera is not an accredited platform per se?  WTF? ""Coursera Certificates Are Not Accredited. While a Coursera certificate can look good on your resume, it's important to keep in mind that these certificates are not accredited. That means they likely won't be accepted as credit towards a degree or other formal education program."""
Are Coursera Certificates certifiable to get a job?
"What is difference between course, specialization and prifessional certificate. I am a pm and want to learn ux, but so many options came. No idea which one to pick frin the beginner filter :("
Is it possible to do the course if I don't have a computer? Can I do everything through phone?
"I would like to take some easy courses like virtual assistant, how do I go about"
Can anyone tell me what will be best courses for hospital and management
If I've time is it possible to compete any course in a month? Please reply
Dose Coursera provide video lectures too??
How can I call coursera.
Are the courses guided?
Brother I recently opened in coursera account but I can't get free courses how to I get free courses method please????
I want to learn c language from coursera and iam in my 1st year of engineering in ece i want a degree too
"Is there any scientific evidence of casteism or regionalism against Coursera, EdX, Future Learn, Udemy, Unanth ? Say yes or no\n\nNo\nWhat about pluralsight\n\nNo\nWhat about interaction design foundation or togaf\nNo.\n\nWhat about brainbench ?\nNo.\nWhat about guru nanak English high school, kalyan and boiler plant secondary high school trichy\n\nThere is no specific scientific evidence to suggest casteism or regionalism against these schools.\n\nChatGPT ️️\n\n\n\n\nChatGPT ️️"
Do we have to give qyizzes under webcam submission . What are readings in courses
 @jegaevi7371  thanks for sharing is it for the professional course which had peer based assignment too.
 @gradehacker  They also offer financial aid for those who can't afford to pay for the courses.
Coursera is one of the biggest piles of trash I've ever seen. Major ripoff. Take a bootcamp course instead.
I completed 162 courses and 13 specialities on Coursera and i highly recommend it. The content quality of each course was really excellent
"and for how long have you been using Coursera, or took you to earned those?"
Can u recommend some language course like java and python on course era. And web development ?
I'm a college grad and took two courses from Coursera and graduated with two certificates from Coursera. I was able to gain 24 credits from Coursera and transferred the credits to another University!
Did the institution you took the courses from give you credits? Or did you have to show it to your university and convince them to give you credits?
My concern is are they accredited courses for big universities
I was a drop out student last 5 years ago. Now I found coursera as my way of motivation and success to have a higher rate of getting a job.
" @kentadran  Hello, if you will, could you please share your experience on coursera as of now? Did you get a job facilitated by those courses? Thank you."
" @Seeker7257 my experience is overwhelming positive, it did gave me a new chance of studying as I got no professional degree. Yes I did have a job facilitated by those courses. I am now working on a Chemical Factory"
" @kentadran  Thank you for reply, so accordingly, those courses have the potential to allocate an entry level job or the likes? That means, if we complete a particular course, we are left with opportunities, right? \n\nI am a collage dropout, and am wondering as to what these courses can do for me. Thank you."
" @Seeker7257  Yes, completing the course & having the knowledge of that will surely be something great to add unto your resume/cv/bio-data. There are several courses you can choose from, some requires payment some are not. I took a course which was made by a private university in the states and the instructor is really professional on her videos, even tho you don't have the full set of ideas behind that course it still explains to you like you are kindergarten on a class. They also provide transcripts for you to read if you have time. I even learned Japanese with it. Well my recommendation from choosing a course is something you really love and like. I happened to choose a course on my college days and ended up not liking it. So better look for the one that will totally make you grind for more."
"I took up business courses in Coursera, most especially in project management. Today, I am now a project manager for two marketing agencies in the US. Coursera helps me to finally use my knowledge I learned in that platform in my role."
That's great!! congrats. What is the best Project management course at coursera which will make me understand everything about PM?
" @RichardWalls  As a digital marketer, I just realized I needed to know more about project management since they go well together. So, I decided to learn more about it. I started leading projects but I didn’t have the title. I applied last year and my different clients were impressed by my experience and credentials and decided to give me the project manager role in their companies.\n\nCoursera helped me advance my career. ️"
 @zaidalmashan517  I love UC-Irvine’s project management courses. They’re straightforward and they helped me to be equipped in my role.
Do you have a degree besides a Coursera certificate?
This is the first of very few comments that have confirmed a career gain from coursera.  Most of them are either flexing on completing a bunch of courses or raving about how great they are without saying anything about actually getting a job from it.  Hopefully your not just a bot.
I just started on coursera last week and I can't believe that I didn't do so earlier. I think the contents are put together much better and nore professional than Udemy.  I give it a 5 .
Yup am wanting to do a bunch of courses on coursera. The good thing...is it’s free unless you are wanting their certificates.
Do you still recommend Coursera?
"Same, I completed a course from Bocconi and it was the first online course ever, that I enjoyed from the beginning. It motivates you and they do a great job on explaining topics to someone with few or no prior knowledge."
"I have 0 self confidence and have never taken anything beyond high school.  I know I know, that's crazy!  After seeing what this online course is all about and currently in a mid-life crisis, I want to try at least one course.  I'd like to have a certificate in something...I was actually looking at the Cyber Security course and may take the plunge....Thanks for the helpful information."
All the best! Hope you plunge into that course and complete it.
"Thanks for this reflection, coursera certificates really add value in career advancement, another important element that distinguish coursera with other learning platforms is financial aid option."
How do you get the certificate in Coursera?
"Some certifications give you credit hours, now there are degrees and masters on the website. I’m in IT support, looking into cyber security analyst, and AZU’s computer science masters with a specialization in cybersecurity\n\nPS. I’m coming from a non tech background. I only know CSS, HTML and SPSS. I majored in Sociology at UVA. It’s very doable guys! Don’t give up, I love Coursera!"
"Yes I love it too, I highly recommended to my friends using Coursera and pay for it"
I'm currently a new pre-nursing student and plan on taking Coursera's anatomy and physiology course prior to actually enrolling in that course with my school so that I can frontload the knowledge I need so that when I actually take the course I can be as successful as possible. I'm super excited I came across Coursera.
"I've been studying from MOOCs for years and always have come across Coursera (paying money for certain courses has turned me away), but now I am reconsidering and will be working on the equivalent of a doctorate and actually having something to show for it. I've wasted money over the years on superfluous things but have come to realize investing in education (outside of buying textbooks) is is well worth it."
Hi Richard. I was looking for the perfect review on Coursera and I am in the right place. Thank you for this video. I am starting classes on Coursera.
hi my friend! aftr 9 month have coursera has been helpfull for your interests?
Coursera is brilliant. All courses I have completed have supported me in my career.️
Taking Coursera courses has been the best thing that happened to me in the last 2 years.
