author	comment
@Divinely_Beautiful	Short video and straight to the point.  Thank you!!
@Divinely_Beautiful	 @gradehacker  I’m still deciding.
@larrytroupe7236	Why is there no YouTube University? We all come here to learn
@BloomByCC	Ummm, that's freaking brilliant!
@Peterramos000	Thank you for the great information!
@SuperHalo78	Ty! I'm interested in udemy but I have a full time job. Do you get graded and are you committing to taking proctorerd tests or teacher check-ins?
@ROcaStuff	No you don't get check-ins , you just have to go trough all the videos and you will get a certificate, you don't have a time limit so once you buy a course you can finish it when you can.
@SuperHalo78	 @ROcaStuff  ok , thank you so much!
@ihtesham_emon	I'm giving a like to this video and also subscribing the channel to bump up the video so that other learners could discover this fantastic comparison. ️
@architecturesoftwaretutori425	Hi, what is your thoughts on YouLearnity? My course is the only one on there, lol
@joseph.r1122	Great video. Informative and helpful. Thank you! 
@cezclarke8466	Which would be best for b learning a new language
@cinemagic_my	You should add MasterClass in this as a comparison
@stephensteve7168	I want to learn online course in hospitality management in housekeeping I have already working experience in housekeeping but I don't have education certificate please say me which website is good in premium
@ikennauzu3344	Hi! Wonderful video.\nWhat do you think about Pluralsight?
@RobAnonymous-g3s	What do you think about Alison courses?
@sallyanon5382	Great info. Thanks!
@Funnymoments-or1ly	how to know what university you should learn from on edx?
@leidygarcia86	Aahh thank you so much! I was really wondering if EDX is legit. Because i see lots of negative reviews about it. So i was unsure if i should continue with my program with them or not. \n\nThank you for sharing info about all these other learning platforms. \n\nYou are an angel!!!️
@kareer4genz	Regularly I use Udemy for paid courses but these are knowledge based Solid realtime tricks does not cover in it. Coureera is little tricky where few topics are moderate & other high end certification are high price.
@MyArmani101	Alison is one too
@abdulsalamumarbarambu6371	udemy and skillshare certificate are not recognized globally.
@kavithak6344	Learnbay or Coursea which is better option for Freshers
@Positivelypositive5454	Please make a video about your experience taking the course, I want to know if the platform is good for learning.
@zeekflash6924	I’m look for options trading , course ? Any suggestions
@elelumustapha	Bro i don't know how to thank you. You have helped me alot
@handicappuccino8491	Z what do you recommend for people on Medicaid
@anushkayadav0804	Cam anyone give me the feedback of learnx courses if they have get an enrollment??
@montez7424	How about Alison
@21CV96SouravChaudhary	How to mention collage name in the certificate??? Of udemy
@halalinvestment8639	Im new i was graduated on alison but i need something new on ather platform
@DG-nb6fe	How is New Skills Academy?\n\nCan some of their certifications get me a new job/career?\n\n800 courses. I definitely would not ever but a whole year membership, as I probably would really only ever be interested in 2-4 of their programs.
@GotIt2487	Best online learning platforms for beginners music production? ANY SUGGESTIONS?!!?
@justsomeguy6419	Any opinion on FutureLearn?
@auteur_al5630	"I almost forked out on a ""learning people"" course, good job I did some deep research before I commited"
@_Md_Shafiqul_Islam_	Udemy, It is controlled from which country
@_Md_Shafiqul_Islam_	 @gradehacker  I know it is completely online based education learning,  but I want to know from which country it is conducted, thank you
@Happy-pet4u	great job man 
@buiminhmusic2935	Thank you for your advice. Can anyone help me what trending and valuable subject in 2025 ahead need to learn?
@buiminhmusic2935	 @gradehacker  Thank you
@sarikacreations2211	How about great learning platform?
@davidcubberley9659	Please do a specific video on courses for day trading
@obafemibabatunde4794	which better entry level program or udemy
@darkdark617	hello boss, what courses do you recommend for retail businesses?
@wahidullahlakanwal7223	tnxx for the information
@H4KnSL4K	nice video - thanks!
@AristideSalambéré	Très belle vidéo 
@HarryTamang-vg2gx	Sir can i be astrophysicist after studying online astrophysics in Courera plzz reply  sir
@patiencemakadzange1754	Great job 
@Comyupower	Did u miss pluralsights
@mredidy	Thank you for the information.
@pickavana8056	"Define ""top"" - There are many other platforms out there, depending on what criteria you base your definition of ""top""."
@iamSYSTO	Would you recommend learndirect??
@saikrishnapaluru9560	Great job
@TheOneAfrican	Like and subscribed
@doonguitarlessons	Ultimate Guitar subscription is superb
@lorenzokokx	I've used Udemy and the quality is impressive.
@raulramirez3724	Udemy is great I got a 20 dollars 3d Maya class it was on sale from a hundred and something
@chrismundanchery4357	It's just a marketing strategy. Udemy is quite frankly one of the lowest quality MOOC providers. Coursera ad Edx are easily the best since they're courses are affiliated with actual universities.
@adrianv144	Wonderful
@treegee3143	I lobe Skillshare & Udemy
@marocakhbaryawmia3054	hello my friend can i get a e-commerce course
@jackiegx	This video lost all credibility when he put skillshare in the list.
@rezopolis	03:29 hahahaah holy\nthis guy 
@adrianv144	I’m stuck between Udemy y Coursera for social media  marketing
@ninuwander	YouTube> ...........................................................
@MarlonOwnsYourCake	3:33 
@joseph.r1122	"""German!"" "
@shankysays	i dont know the best but coursera is certainly the worst
@SweetBabyRey	ITS YOUTUBE. ALL OF THESE ARE JUST A SHITTIER VERSION OF YOUTUBE. Literally anything you want to learn pop it into YouTube and boom. For free
@xenx77	SkillShare is no good
@januszo.2180	"""GERMAN!"". :D"
@Andbhaktkabap1	Edx is worst.....my favourite is Coursera
@nachoruiz7871	Nah, just are created for different people. I have tried both, and I can admit that edX is more damanding than Coursera and hence, more tedious. Sometimes, their assignments forces you to think out of the box. In other words, they force you to interiorize the knowledge by hart. However, Coursera is more of a guided path towards a very simplified and  narrow goal. To provide an example, the Harvard professional certificate at edX for Data Science takes more than a year to complete. The similar ones (IBM) at coursera take less than a year. This just reflects the point that edX offers a more broad preparation while Coursera reduces the content to increase learning speed. I am not saying that one is better than the other, they are just simply created for a different audience.
@seandabrowski1445	Yuck.
@pygmalioninvenus6057	I want short low quality courses that are very expensive. Who do I choose? Please help!
@loseweightfaster7813	You think learn something on courseras can guarantee you a job
@Tessa-Morgan	Which would be best for b learning a new language
@BigLoser84	thx
@ajramirez77	I used the Google cybersecurity certificate to prepare me for Security +. It served it's purpose. I ended up landing a job as a network tech for a gov contractor.
@henryijeoma	you got a job with literally just sec+?
@ajramirez77	@henryijeoma  In the US, if you want to work for the government, you're going to need Security + to work in IT. You need a cert that satisfies DoD 8570 IAT Level II and Sec+ does just that. My employer assessed that I'd be a good fit as a network tech then move me to their SOC after I learn their system. Starting pay is 68k.
@sattineez	I did it to, just hope I can also land a job after doing CS50 and offsec Pentestes exames 
@sarahanderson6913	 @ajramirez77   Thank You for Sharing!!!
@SmokeAlarmBeeps	@ajramirez77 What is your work experience, and what did the hiring manager say that was the reason you got hired?
@henryijeoma	 @ajramirez77  what is MS?
@ajramirez77	 @henryijeoma  Master's of Science. A graduate degree.
@brusslee1814	The fact that you actually took the course and completed it before giving your opinion says a lot.  +1sub
@infosec_mike	You do not need to take the course to know it's bullshit. But I am glad there is another professional out there speaking the truth.
@amanuelyaynu8333	 @JonGoodCyber So Which has a better quality cert if Google doesn't have? Thank you
@drehardin	"Almost none of them do. \nIt's crazy. They make money from ""clicks/likes"" and recycling other channels content."
@kippahthefrenchiewhippasni9689	 @drehardin  That’s the crazy YouTube now people copying each other. It’s a shame we can’t express our individuality when expressing our creativity………
@valerie.	same. I punched the sub button
@RonVik7	 @brusslee1814  yep\nAgreed. Subscribed
@Mack9077	I came in here just to say Google’s course is one of the main reasons I passed my Security+. I received a high score too. So if your planning on taking the Security+ take Googles course first
@ajramirez77	Same dude. Got a 784 on Sec+. I was able to switch from the mental health field to IT within 2 months after getting sec+. Now I'm working on getting CYSA+
@prostigeMarketing	 @ajramirez77 do you think it's better to go with Google over A+ before prepping for SEC+?
@ajramirez77	@prostigeMarketing  if the cyber course feels too hard start with A+. A+ will give building blocks for Sec+
@DPinWheel	 @ajramirez77  So what is the route you took to go from mental health to Cybersecurity. I’m looking to do the same thing. Could you help a brother out?
@allisonb9072	It is way better to complete the A+ certification. It will give you an excellent strong foundation. I took the Google IT support CERT to use to get into college, but I also passed my A+. In my opinion, after taking both certifications, the A+ is far better and will prepare you much much better especially if you were brand new to. IT\nThe CompTIA foundational certifications build on one another.
@OkTheOneWhoKnocks	 @ajramirez77  what did you do to study?
@jeffkan1	You had asked for us to comment on why we wanted to get into cyber security. I'm a former software developer, roughly from 1991 - 2012 ... as you can tell, I'm on the older side of people thinking of this industry, and I am very interested in the cyber security career. I was studying about a year ago for the Security+ certification, and convinced myself that having that on my resume would not be enough to get my foot in the door, and did not take the exam. Now, I'm ready to spend some money and try to get that door opened, even though I have a '6' in the first digit of my age. 
@jeffkan1	 @JonGoodCyber  good question! Doesn't have to be me building things ... I'd be happy doing the defense. That said, I will look at the roadmap and the App Security and Cloud. Big thank you to you, Jon! 
@ahnana833	You are young! Gogogo !
@NarendraMnr	I've almost completed it, currently at the end of 7th course (Python). \nI've had a exposure to Linux before. Just like you said, Except python (course 7) most of the Google cyber security course doesn't focus  or show or teach on actual applications that we'd use. \nBut what i CAN say is i'd rather have this than having aimlessly looking around without direction. and it did and DOES help me get confidence to go further. I just view it as first step, that's all.
@Alpha1CA	 @JonGoodCyber  where can I find your ebook?
@Crog2	My vote is clearly  for Google Cybersecurity Certificate ... and nobody paid me for that :)\nExplanation: in my opinion Google Cybersecurity Certificate is actually good as an entry-level training.  Outside of US, Comptia Security+ isn't that popular and highly demanded. In my country  Google certificate training costs 14$ (still cheap in US -  49$/month less expensive what Sec+ costs, 400$) and you get comparable knowledge as Security+  . In fact,  Google Cybersec has hands-on which Security+ doesn't.  This is a huge plus for Google certificate. We can discuss how in-depth or not those hands-on are, but  hey, this is entry level cert.
@Crog2	" @JonGoodCyber   ""you will never convince me of any significant value in certifications that employers don't list in job postings"" -   well, yes, it's new one.  Only time will show.\n""That means if you do not get hands-on experience,"" -  a big majority of Sec+ certified folks have just done video course +  probably have read book + practice exams. That applied to 95+% as reddit comtpia's channel and discord channel have demostrated. Sad but true. You're talking about ideal approach of Sec+ certification which included labs which will cost  extra 100-200$ and only small percentage of people want to pay for it. While Security+ is only multiple choice + PBQs it's essentially  still purely theoretic exam."
@WealthUko	The Google Cybersecurity training offered in partnership with Coursera is one of the best and affordable beginner level certification. I think your review primarily based on your expertise, ignoring this training was ment for absolute beginners. I also noticed your replies of comments here are directing viewers to your online course platform, this in my opinion also contributed to your bias review. Honestly I'm enjoying the content. Again I will like you to show proof of completing the whole course in 4 days because I'm battling this for some months now. Thank you.
@ZiangSecurity	i have done this in 3.5 days. I can give you proof :) I enrolled last Fri, Sep 27, 6:58 AM and finished Mon, Sep 30, 11:51 AM. Those dates I copy pasted from the email I got when I enrolled and when I receive the congratulatory email on my last course.\n\nUnfortunately I have to pay for certificate which I thought I will not have to :)
@CajunCarpenter	I am actually currently taking the Google Cyber security course I'm on the third one which I guess would be course 3... Anyway I greatly appreciate your honest opinion because now I think I should probably lean more towards going ahead and studying for the security plus instead. I can put my valuable money and efforts into that which will get me further than this one would. Again I greatly appreciate your brutal honest opinion and it's helped me see which way I need to go. Thank you sir.
@stevealami	It’s the perfect entry level cert as it is one of the only entry level certs that actually involves significant hands on experience
@stevealami	 @JonGoodCyber  not sure I agree . I deliver bootcamps for Cyber learners with no prior experience in the UK and I can’t think of a better qual for this level of learner. It boils down to where the learners are at .
@VicMansaMusa	I agree, one can get this Cert spending very few $ then build from there.
@Phanabot	Your review is 100% true! When I reviewed the course outline, I was quite surprised that they had SQL and Python as part of their curriculum. While those are nice to have, it's overwhelming for any beginner. Thanks for the real, and honest review. 
@Ameion	I have been looking for jobs and there are soooooo many jobs in IT that require SQL in my area, like a lot!
@Phanabot	 @Ameion  Interesting! I hadn't seen SQL as a requirement yet. Python maybe, but mostly for more advanced positions to automate.
@Chase10995	⁠ @JonGoodCyber What are these things that large percentage of jobs are asking for?
@deebee201	Yes, you should have some serious understanding of how networks work before taking this class, I got my Network+ and took a CCNA class before taking this cert course. I thought this course was amazing, it taught me a lot. Don't knock it. It is so much better than most of the cybersecurity courses out there.
@egrafting	Interested in google courses on Coursera in general and cyber secruity was one that seemed to be pushed quite a lot, so seeing your truthful evaluation on it is extremely helpful. Thanks Jon you did good :)
@ssboxer	I’m in course seven and everything you said in on par with my experience thus far. I would have enjoyed more in depth analysis of packets but I’ll have to get that from Chris Greer vids. At this point I’m just gonna finish it. It was something to do during summer so my interests wouldn’t wane. Now that classes have resumed it’s an afterthought compared to my college courses.  Thanks for your valuable insight.
@bosh9244	Currently half way through the course on the Linux portion. I have been enjoying the amount of knowlegdge i'm soaking in based on this whole course. This for me was the best way to introduce myself in the field as i'm currentlly working in help desk for about 1.5 yeears and looking for the next step. I'm definetly looking forward to using the sec + voucher especially since my employer agreed to pay for the exam with the voucher once I complete this certificate. I am already prepard to study for the 601 after I finish this course. Any advice on what I should be doing now as im going through the course or even after completetion besides taking the sec+ ?
@ajaobabajide5558	I am new to the tech world , and I have so much interest in Cyber Security. Is it ideal for me to start with Coursera ? Please I need urgent help
@TerryJulianLive	man thats ridiculous..most people do help desk for 6 months..max..you did it for way too long..
@The.Truth13	 @TerryJulianLive ehh that’s fine tho he done picked up all that experience it’s like the back of his hand. Not everybody climbing the oak vine as fast as possible we runnin this bag up regardless like chill w the criticism.
@plugmenace8513	What help desk job do you have? Did you get it with no experience?
@Leslie-zn9ly	 @TerryJulianLive hey a job is job nothing ridiculous about that. It all depends on if you have plans/goal. What you expect & works for you might not work for others.
@Leslie-zn9ly	I would recommend doing some research, be sure to chk their reviews.   Also Compare courses & prices before signing up. There’s some that have really good deals while others charge $800 more than the avg rate. Rn almost all prep courses have the same syllabus.
@TylerFernandes94	i've seen ads for these a bunch of times and I've been in a situation where I can do a career change if I wanted to, and I have a slight curiosity in doing cybersecurity. I searched up the course and then decided to check out reviews and looked at yours first because of the ONLY UNSPONSORED in the title. I was totally about to put down some money to do the course up until now. Thanks!
@jayvet8402	Josh when are you going to start posting again would love to hear updates on both your courses and the outlook and what jobs to look out for with cuts occurring in certain areas and for people transitioning from a non tech job.
@calisthenicarts312	It would be a waste of time, when can use your time to work on certs that maximizes your opportunity for job and skills.
@rcvargas26	 @JonGoodCyber  I know 2 people who stop because they realized they weren't that interested in cybersecurity as they thought.  Lets not forget a lot of people have misconception of cybersecurity because they realize how much Hollywood has embellish on the field.
@edmondgab	Josh still waiting on your next video!!!\nHopefully it’s on the Microsoft cybersecurity professional certificate
@SethFX	So a beginners course is basic, omg I never excepted that
@luiytheninja3655	ikr? lmao.
@maleekpate6770	Lmaooo
@EvilWeiRamirez	I started taking the course.  It seemed like a good primer.\n\nI'm doing it on weekends and using my weeknights to learn stuff on try hack me.  I really like learning in parallel like this.  I also enjoy the bite size pieces from thm.\n\nI'm hoping that this can be the beginning to a career, but I'm only done with course 4, so halfway through, and I'm going through the junior soc rooms at thm.\n\nIt's pretty fun though.
@seunalomasojo4957	Hi I’ve got some issues on my thm excercies I don’t know if you can put me through pls..
@kidthorazine	I to the MS security course and the google one, the MS one covers a lot of the same ground but also feels super marketing heavy this time with a focus on Azure/AD and other MS products, but it does sort of go through Azure/AD 101 which is very important and something that the google course skips over completely.
@N3bulaInsomniac	I've started the Cybersecurity course, had to take a break due to personal reasons, but I am hoping to finish it soon.\n\nFrom what I have seen in it, it's fairly good. Although I have no cybersec background. Maybe this video isn't sponsored by Google but seems like it's affiliated with a course that is a direct competitor. \n\nI think lots of people think this is an ALL IN ONE cert, although it says in the description that it was built alongside CompTIA as an intro for people with no background and want to take the security+ cert. which is the main reason I am taking this one just to get BASIC knowledge so that I can take that, along with other studying, and attempt security+. (also apparently you get a discount for it lol) \n\nI will hopefully be back shortly with an update once I finish the course :D
@sarahanderson6913	Thanks for your honest review! I'm taking the IT support cert and plan on taking the Cybersecurity one as well. Just to help prepare for the Sec+.
@azael1633	Moving from software engineering to cybersecurity so I looked into this cert and found your video. Thank you for going out of the way to look into this cert and complete it yourself! +1 sub from me. def will check your other videos. Mad respect for the unbiased opinion
@ConsciousFella	This was the most honest review I've come across thank you
@RADIUMGLASS	WATCH THE ENTIRE REVIEW. Finally a good and direct review. Windows is not getting phased out anytime during my lifetime. There needs to be major focus on Windows.
@qaidahmed5624	What annoys me is that some people who have zero knowledge in IT  and cybersecurity, want to land a job within 3 to 6 months, most even don't bother working in the technical skills related to the cybersecurity path they want to pursue.
@EJNJLogisticsLLC	Hey Joh.  How are you?  What apps, bootcamps, websites and/or tools would you recommend for a beginner?
@MegaGuapo97	The value of this cert or any form of knowledge depends on your goal.  If your goal is to get a job in security, the probability of doing that solely by completing a cert that takes a relatively short amount to complete is minimal.  However, if you're looking for a base level of knowledge to build upon or if you're not certain security is right for you, the Google cert is fantastic.  It's just not magic.
@AndrewTateMotivation5	Thank you for the honest review..I have a question?\nQ: what course or study do u recommend that’s gonna make u “from no knowledge of IT to a cybersecurity professional”?
@calisthenicarts312	Got my attention now.  So many cybersecurity experts on here, it's good to identify someone who is straight forward and doesn't blow smoke.  Appreciate your honest review!!!
@calisthenicarts312	 @JonGoodCyber  For those on the outside, it's a little harder to determine.
@thegamer340	if a person already did that course, what would you recommend they do afterwards, also lets say a person already found a job in that field, would you still recommend other type of education to follow up on?
@DynamicTech.t	I appreciate your feed back on this material and from scanning over some of the content agree with you.  Thank You.
@NazvarTV	So from where would you suggest to start if Google Cybersecurity Certificate is bad ? I'm 35y and i want to change my career to Cybersecurity ( i have 0 knowledge about it ). What's the steps i should to take to end up with a job in Cybersecurity ? Thank you
@brennenmcminn2387	I already passed my sec+ over a year and a half ago. I'm using this as a refresher course to go back over material I haven't looked at in awhile.
@Todd-yv7qm	My issue with it, normally buy the instructors study guide and take notes inside the book. Only in section 1, I seem to be writting everything down. The best part is the readings.
@demonsinmysemon	Man, i just graduated with my bachelor's degree in cyber security (miami) and i started studying for my security+ 601. I started google cyber security professional cert because i felt school didnt teach me anything and now im at my witts end about what to do. I just want a decent entry level job to learn what i was actually learning to love.
@demonsinmysemon	 @JonGoodCyber  thanks a lot for that! I know a good amount of theory but if I was to get a job tomorrow I wouldn't know what the heck to do.
@Matt-jc2ml	Yeah cybersecurity is kinda a pointless degree tbh. Most employers want certs and experience. You wouldve been better off with the A+ qnd help desk and get the network and sec+ while working. I'm getting a compsci degree but getting those certs just to keep my options open
@fercoshow	 @Matt-jc2ml  How do you feel now getting Compsci degree when no one can find a job with it?
@Matt-jc2ml	 @fercoshow  wouldn't say nobody can get a job with it, it's just harder. And it's still better than cyber security because you can just get a few hundred bucks worth of certs instead, and you'll still have to do helpdesk even with a degree
@DroptheBass9815	Thank you for the honest review! As someone who is new to the Cybersecurity field (I’m currently 3 courses deep into the Google Cert) I saw this very as a good way to get discounted access to the CompTIA Security + cert. In your opinion, does it seem worth it to complete the course or is that the sunk cost fallacy talking?
@RonVik7	I signed up after watching multiple cybersecurity professionals recommending this course as a first step towards cybersecurity career in order to see how you like it. Finished 1 course in 3 days, currently on 2 course.  I am gonna do a bootcamp at a local community college.
@lioncrud9096	6:30 minor correction that the 6 month estimate is based on 7 hours per week.  If one were to study 7 hours per day, that'd almost a full time job lol and they'd complete the course in about 3-4 weeks.
@zoltron30	My part time warehouse job at Fedex pays for courses so I took a 6 month Cyber Security course at a local college but felt that I didn't retain some of the info as I learn best with CBT based training. Full time I work for an ISP that is very Cisco (CCNA), Nokia (NRS1) and basic cloud centric but I would like to break into Cyber. Looking at taking this course then some hand-on ones like Hack the Box....
@samha1513	I did it in just 4 weeks with no prior  cybersecurity knowledge but although I did have some programming knowledge and I did like how they used Python. Everything was good for someone with little or no knowledge in the field but it does open doors to study for sec+
@JESS1CAC	I've actually learned more about cybersecurity from Google than from the bootcamp I attended. It's really helpful and resourceful.
@Godwlingua	Thank you for this video. Now, can you please make a video on the Microsoft Cybersecurity Analyst Professional Certificate?? I would like a to do a comparison. I have no IT skills. I plan on taking the Google cybersecurity certificate next month and make my way up to sec+, cisco cyberops, BTL1, Cysa+, Casp+, etc...you can notice I haven't mentioned anything about A+ or Network+. That's because I have been told the google cert would give me all the foundational network skills I need.  Also, the 30% voucher they offer for the sec+ is appealling.
@Shannon_Robbie	What online course/program do you recommend for beginners wanting to get into Cybersecurity?
@ultravioletiris6241	Thanks for this. You just gained a lot of respect from me for not parroting the typical marketing for this program
@ruggiero1206	 @JonGoodCyber   I’m new to cybersecurity looking to start a career as a SOC Analyst what online course would you recommend for somebody like me with no experience and working a full time job. Any recommendations would be greatly appreciated
@notsammiguel8417	I’m 35 years old. I haven’t worked in 3 years because I was in a coma for 3 months back in 2021. I want to start a new career in technology. Will Coursera be good for me?
@TechTualChatter	I agree. I tried to keep my review as honest as possible for people just starting out in cyber \n\nHowever like you stated the lack of depth in areas and why windows wasn’t covered as it should have is a bigger issue. \n\nIt also didn’t make sense to me to mention the cissp to people who can’t qualify to take it lol\n\nGood video
@TechTualChatter	 @JonGoodCyber  yeah I think it was a good first attempt. I think the main issue is making it so broad. They should just have longer courses geared at different domains
@jeffreywitty3088	"IMHO, I'd START with getting your (similar in brackets):\nAt their cost, they are better value compared to ""practice"" exams packs\n1. Google IT Support (ITF+ > A+, some Net+/Sec+/Server+)\n2. Google Cybersecurity (Sec+, abit Net+)\n3. Google IT Support Automation (A+/Net+ some Server+ ++)\n4. Google Project Management (Pro+)\n\nFIRST (A more forgiving method of certification)\nThen get CompTIA equal certs (when YOU ARE ready)\n\nGoogle > Its a ""better entry"" , cheaper, more modern/accepted A+, Net+, Sec+, Pro+ > ""equal"" (give it 2 years they will be as standard as CompTIA)"
@CyberTronics	You legit guy. So many talk without actually taking the course!\n\nI tried the course but abandoned it, did not like it for many reasons. \n\nThanks for your honesty you earned a subscriber.
@WaqarKhan-mo3gg	So as someone who have zero knowledge and no background in computer science and wanted to learn cybersecurity what do you recommend where should he start from ?and what course he should start with to get all the basic ideas. NEED FOR SOME GUIDANCE
@curesnow6493	 @JonGoodCyber  I signed up for your newsletter, but I did not get your ebook.
@Sterbenys	Thanks for this, I’m currently on Course 3 & i feel like I’m haven’t really learned too much… just a bunch of definitions they’re cramming into my head. I also believe there’s no way this is “professional” it seems super basic knowledge, I do plan on further expanding my knowledge after it though. Perhaps a associates degree & there’s places near me that offer 11mon actual irl training hands on at this one base I might look into. I’m still enjoying it though because I’m 25 and just now realizing I enjoy tech a lot & want to do something in the industry & cyber really has me excited.
@kyshawntv6285	As a beginner, the course is perfect to get to your feet in cybersecurity at all. Just brings some light on the career path really. But if you already have basic knowledge and already have other certs, then the Google cert will be no use to you of course!
@kyshawntv6285	 @JonGoodCyber  Agreed cause To be honest, i am halfway through the course. And i am about to ditch it as well lol. I see what they mean. The first half of the course is great to learn terms and stuff, but after like course 5, they kinda do recaps on the previous courses and it’s all the same stuff now. Just said in different ways. \n\nWhat do you recommend i start next? I’m new to cybersecurity. But I’m not sure if i should start the comptia A+ or go straight for the security+. Also finishing the Google cyber cert for the 30% off on the security+ is the real reason why people even finish the course tbh. I just don’t like to waste time lol
@bryanreed316	I'm just past the halfway point and I'm just trying to get through it. It is boring but I do like the labs. Rather learn more hands on. But do the report labs actually matter in the real world?
@kyshawntv6285	 @JonGoodCyber Thank you! I’ve decided to stop at the python course. They are word dumping even more and it is difficult with the way they teach. And the labs for the python course suck because it’s not hands on. I would rather learn on my own with the actual program and YouTube vids on python and SQL. And yeah the discount voucher is really not worth it, I’ve got what i needed from the courses, because now they are just milking it lol. It was fun to learn before they started to repeat themselves. \n\nDecided to go back and do the comptTIA A+ and then the security+ certifications.
@sahilsvision	" @JonGoodCyber  ""How do I know people are quitting? The discussion forums are part of the requirements.."" Not really, you can skip it, I did it initially but skipped all the other ones and still doing the course. It's a great course. Is it going to land me a job? No, probably not. But i never expected it to."
@BibleSamurai	Alright, I kinda change my mind. I agree with you. Certificates are worthless unless it teaches you how to do the job vs just giving you a piece of paper like a liberal arts degree. However, anything is better that nothing and it shows employers your possible dedication to learning the trade. But nothing beats actually learning the trade and being obsessed with the craft vs just trying to get a job via a piece of paper alone.
@TyTheKazekage	Similar in how a lot of people see the CISSP a mile wide and an inch deep in content, but with this, I would say at best, this is only a half a inch deep. I will say for a person that is inquisitive, it left me wanting to learn more. Not going over Windows and AD is something I realized I should have learned before even being exposed a threat, vulnerability, or risk, incident response, wireshark, python ect. I always felt it should have been redone and behave like the BTL1 cert operates in being lab heavy in all their courses.
@wayfinder81	I treated the course as a general introduction to cybersecurity so that I could really confirm I held interest in pursuing it. I had very low expectations for the career group access or even getting any responses on their boards (which was dismal most of the time). But I do feel it served its purpose, and I finished it within about a month so I think I ended up paying the 50 bucks. Wasn't too bad.
@mikes_.5_cent	The one possible plus for the Google Cyber security is the Sec+ coucher.
@The_Egg_Studio	I took the IT fundamentals course provided by coursera as I don’t have any certificates yet I’ve been in my MSP lvl 1 tech role for a year and want to move on to a specialization i picked cybersecurity and have no idea which certs I should go with there being soc, sec, cissp, and all kinds of roles while I think if your an absolute beginner and no nothing about computer I do think the fundamentals is a good start as a supplement with studying for comptia a+ security+ or network and possibly a ccna.
@The_Egg_Studio	 @JonGoodCyber  I agree that there are a lot of entry level training courses/programs available I think there is a lot of not a very general or laid out path for specializations as there are tons and tons of different certifications. What are your thoughts on getting into cyber security and where would one start or should start?
@YukisomeVideo	Half way through the course. agree most things with you..would you review the microsoft one as well?
@artofkhaos2336	Agreed would love your take on the microsoft one as well.
@mikes_.5_cent	make that a 3 rd behind Yukisome and arto.
@amigazo3972	I share your point of view. I would say that this course is just an appetizer and will never guarantee you to land a job, unless a company is willing to continue training you.\nThis course is a foundational help to continue your learning journey. I decided to take the SOC path and with only the Google course nobody will give me a job.\nTons of knowledge and technical additional stuff are necessary to learn before even to think about an internship, for example.
@kervinaham7375	Well I think the google cyber certificate is one of the best as I have taken a A few months of this certs, it touched on thing other certs or courses never touched
@drazenlakic50	You mentioned it will take 6 months to complete if you study 7 hours per day. That sounds intimidating for a basic course. Did you mean per week?\nThank you for a detailed review!
@sirxbit	How long did it take you to finish the course?
@cybercam33	I really appreciate this candid review. I was thinking of taking this course as a refresher before diving into my Sec+ studies since I got a month of Coursera for $1. I'm thinking I'll apply that effort in another direction.
@bkstandard882	You really should. 30% off that expensive security + I'd you take it.
@cyberlocc	"Ya I took it as study material for the Sec+, he is being a little harsh and basing this review on ""you wont get a job with this alone"" which ya clearly, but as Security+ study material and some python, its great. \n\nThey also say to not take this without the other google certs that already teach windows and networking, so thats a large aspect of him saying this sucks, but he is ignoring that aspect. They assume knowledge from the other certs that they tell you to take first."
@samsonvladislav4167	Q: So what is a beginner to do if you're interested in cybersecurity? I see so many different sites advertising the same.It almost sounds like taking the A+ or the Regular Google IT support cert is the best way to start (before taking any security cert). Any thoughts and advice would be greatly appreciated! 
@Bitcoin_Shango	As I mentioned earlier, your opinion is much appreciated  \n\nBut tbh most if the certs are just to get past the gatekeeper who usually know next to nothing about the job. \n\nSo long as they point us in the right direction for us to do some due diligence on our own & speak to the basics in an interview, it serves its purpose.
@SeeSaw99	"I've been researching a career change into cyber for a few weeks now and I've yet to encounter anyone knowledgeable and credible who's #1 sponsored or #2 hasn't demonstrated that they haven't taken any of the courses they're reviewing. After years in a certain area in the military, it's somewhat easy to spot a BSer fairly early in some of these videos. You mentioned that this cert belongs in the ""trash"" but I didn't catch your recommendation(s) as a better alternative to newbies looking to get started"
@SeeSaw99	@JonGoodCyber  OK. At first glance, and maybe I'm wrong, but it looks like you're selling something, which is probably why I didn't hear you mention any alternatives to the Google cert path. I'll take some time this weekend and go through your play lists. I'm trying to develop a plan to be prepared for a career change from transportation logistics into cyber by the end of Feb '24. Thanks for the reply
@MrReynoso	Q: Is there anything comparable or superior to the Google Cert for someome who wants a general introduction into Cybersecurity?
@MrReynoso	 @JonGoodCyber  yeah, the goal is to prepare myself to start learning skills to enter the field, but I am starting from scratch. I'll explore the ebook as well. Thank you.
@TheQA247	Thanks for this. I just finished the Sec+ training vid (Cert tbd). This GCP was next. I heard so much good out of it but this honest review saved me time and $$, 2 resources in short supply lately.
@NK-iw6rq	This course alone may not be able to land you a job right away but it will teach you a lot and give you a great foundation to get you started and is affordable. It helped me pass the Security+.
@NK-iw6rq	 @JonGoodCyber  Good point Mr.Good !
@kevinparker2314	Thank you for not selling out and telling us the truth.
