author	comment
@kesemadi8075	how long does it takes to do this course? and can you do it in a short amount of time? meaning, if it takes like 3 months, can you do it in a few days instead?
@PaulTurnerr	Hey Alex, Thanks for the info as always. \nBeing from such a large and well-known company I wonder if they will update the course or keep it more META specific.
@patrickmeehan6856	Boy all that negativity and you gave it a 6?  Based on your underwhelmed analysis, you should have given it a 3 or 4.  \n\nThanks for your review of this course!
@optimusagha3553	The doppelgänger comment !
@ballibhatia4481	Can u plz review my assignments
@shivsharma9153	To be honest data camp is better. 
@futbolnerd	He forgot it was marketing analytics not data analytics.
@dennislam1501	New Meta courses here: https://www.coursera.org/meta-professional-certificates
@VirenVarma12345	Best for ads
@ianduncan6874	This review was not helpful. It had your personal biases all over it
@samuelGBV	very arrogant and full of personal biases all over it.
@oblivion7300	Did he switch from marketing to a data analytics course midvideo without saying he’s switched
@Fosterworld456	Has anyone else completed this certificate? I'd love to hear about your experience!
@Kaiii87-ig7vj	Fascinating overview, Daniel
@Sullivan7685	That's what I call a high quality content, baby. Thank you!
@EricBaker-n6b	Thanks for the review, Daniel! Sounds interesting
@NathanCooper111	The course is great, but I wish there was more info on advanced SQL queries and data modeling
@RyanMartinez-je3se	After watching this review, I'm ready to analyze all the data in my life, even my Netflix watch history!
@fionnualawilks6509	Would you say this is more comprehensive than the Khan Academy’s free data courses? I’m on a budget
@Wyatt_Coleman	I'm looking to upskill and transition into a more data-focused role within my current company.
@MrD_2314	Daniel, do you think this certificate alone is enough to land a job? I’m skeptical
@creativearch9759	I'm skeptical about online courses in general. Can they really prepare you for a data analyst role?
@brianwilson1849	Can’t wait to enroll!
@lucazlee9542	I wonder if more affordable options exist for someone who wants to learn Data Analytics.
@moralcat1815	May I ask you to suggest more data analyst courses?
@adamagresta1515	Meta Data Analytics course - that already sounds legit!
@MrAnderson990	I'm hoping this certificate will help me land my dream job at a top tech company like Meta.
@TheFreedomMaximalist	You have a very unique voice especially listening to to it at 1.5x speed
@XavierVincent-y2z	How much Python do they teach? I’m a total beginner
@MasonDD567	This sounds like a good deal, especially with Coursera Plus. But I wish it was a bit cheaper
@Samuel_Taylor	How hard is it for someone new to programming?
@narendrababu8229	Will Meta announce any Data Science/AI Professional Certificates Daniel?
@romebateman4934	Do I have to know code to get into this course?
@alecd8534	Is it free to learn?
@AdvocateOfJamaica	Does this dude really sound like this 
@Owen_Davis_yo_yo	I'd be interested in hearing more about the specific job opportunities you explored after completing the certificate
@ChristopherLee-xo7jz	If you need course reviews, look no further than this YouTube channel. Appreciate your work, Daniel!
@spyksyde	Maybe, but one can’t be sure when it’s being sponsored
@megrose3718	I’m interested but would like to see some student testimonials before diving in. Anyone here who’s completed it?
@SamuelHayes-dv7cs	Can anyone confirm if the course has subtitles or translations available for non-English speakers?
@Asher-nx8mk	I’ve seen a lot of high ratings for courses, but how do we know they’re effective in the real world?
@Brandon33Hayes	I’m pumped to start this Business Analyst journey with Microsoft! 
@SerhiiI-ol2lz	Can anyone explain more about the hands-on projects? What kind of real-world scenarios do they cover?
@missdesireindependance5194	I just found out about the Microsoft certification. I plan to take it.
@NoahBennett811	Does anyone else find it funny that a course about business analysis includes so much ‘hands-on’ work? 
@locosmiley2008	Man the voice is hard to follow.
@USLADAMUSIC	 @Daniel-Dann intonation. It would be nice if you just speak normally
@yashshah-t6q	Is English subtittle is Available In Course ??\n@Daniel-Dann
@yashshah-t6q	 @Daniel-Dann  ok
@TheNguyenben85	Helloooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
@Caleb_W65	I successfully passed this certification program. Pretty good courses with nice explanations especially parts with data modeling and data analysis & visualization.
@Murphy_G	Thanks for the review Daniel!
@Evan_T11	Thank you for your taking the time for producing such quality content
@Brooks77790	Thanks, Daniel! You have saved my time! Your explanation was clear enough.
@ariesdoscampos5132	Thanks, loved your video
@CarlsonM23424	This is definitely a good and clear cut video! Nice work
@hamedalcherif9064	I just finished this course\nI loved it.  But the SQL is very very short of time.
@Caleb_Parker_thefirst	Excellent presentation level and good review.
@Knight89899	Thanks for the explanation and high quality content.
@Ethan_M77	This is what I was looking for. thanks
@NathanCooper111	Can you make more videos related to data analytics and data science? Especially good course reviews.
@udaraguruge_	Good explanation. Thanks daniel
@megrose3718	Great content, clear and direct
@IamPayalShinde	i have a question guys i have enrolled for this course on 15th December and it's going to end on 15th March. can i still access the content of the course and able to get the certificate if i won't be able to complete it within 3 months? please answer this question.
@rastcheck6037	Have you completed the course? How long did you take to complete it?
@studywithqueen732	Can i download learning video till my subscription coz I don't have wifi or i can do access in mobile
@mohitatrehan1683	What's the actual price for enrolling as its is not showing while enrolling?
@MrAnderson990	How long does it take to learn Power BI from this course?
@Brandon33Hayes	Can you also please do a video on the Business Analytics specialization by UPenn on coursera?
@AustinB3234	Very useful video, thanks
@AlexM-ne8jm	Daniel, you're a great creator but with so few subs
@aslanzakaria7536	I have a question if someone can help. I want to take the Microsoft Power bi data analytics certification from the offcial Microsoft website. Would getting the certificate from coursera perpare me for the actual exam to earn the certification? I appreciate all the answers.
@Roberts8780	Daniel, what do you think about google data analyst certificate?
@studywithqueen732	If I buy this course can I download learning video for a month
@DolonDhar-j1y	if i complete week 1 of the course in 1 week shall i be able to complete the course in 5 months?
@hariharan-cc4on	Hi, whats the difference between completing Microsoft Power bi data analyst course and Writing PL-300 exam in Microsoft? Whats the use of coursera professional certification course? Whats the difference between completing the coursera course and Writing PL-300 exam?
@Blakeblake1	Power Bi is much better then Tableau
@crazyT48	I use PowerBi. My girlfriend currently takes these courses. As I see they are great for beginners.
@nickloschiavo5128	How long does it take to complete ?
@superman69	Can this course hlp in my resume for MBA colleges
@jerryedits36	Is it free certificate course or ?
@MaffAndxu3jj	How much is this course???
@Dominic67Wallace	Will you prepare your own course about Power Bi?
@Wyatt_Coleman	I don't like Power BI. Tableau is simply better.
@Riley_Turner	Thanks for the review Daniel!
@mustafaninkanalindan	"I was searching the ""AI For Everyone"" course is updated or outdated and have found your video...Thanks Matej for your valuable content. "
@peace_truth1471	Nice review Matej!\n\nI'm deciding between this courser and the one from Harvard, the CS50 Introduction to Artificial Intelligence :/
@bhavinbaldota4074	Does it have video's to see of just information to read.? \n\nAnd do you have any idea about \nApplied AI course
@Dinurao-n8d	Is this the same method they teach in college
@DylanD-fk4lt	Good video mate 
@SamuelHayes-dv7cs	Which is better to start learning, AWS or Azure?
@Murphy_G	What is the passing score for the final exam?
@Samuel_Taylor	by the way, good content 
@mrd6869	nice video but your accent is driving me crazy 
@Samuel_Taylor	I like his accent, so cute 
@wavyduck1273	the Maths for Machine Learning specialisation was one of the first that i've ever done on Coursera. and it's still my favourite set of courses i've done on Coursera so far.
@Berutoron	"Thank you for this recommendation, Giles. I just completed the entire course. tl;dr: I'm glad I did it, it's a great course overall and I would recommend people take it, bu unlike you, the reason I also found the PCA course (i.e. the third and last part) the weakest isn't because the teacher wasn't as personable as the previous two. For those interested, read below for my full impressions of that part:\n\nI didn't really mind the fact that the third teacher doesn't really connect with the viewer. Yes, they don't smile much and they don't have the same kind of energy as the first two teachers, but as long as the pedagogy is there, it's all good... But that's the issue really: the teacher and the content make too many assumptions about the students, and the pedagogy felt lacking as a result.\n\nEven if the course is labeled ""intermediate"", it's supposed to be the logical progression of courses 1 and 2, and it feels like anything but that. Mathematical concepts, formulas and notation are often glossed over in a sentence, with few visual or concrete examples, such that you're very quickly overwhelmed if your math knowledge isn't already way beyond what was expected in the other two courses. When you're not already really comfortable with (from my point of view) fairly advanced maths, too much abstraction can be very intimidating and a complete motivation killer. You just end up feeling like you're an idiot or like mathematics just aren't for you.\n\nThe course content is lighter (4 weeks only), yet at the same time, it covers far more complex topics, and it often feels like much less effort was put into it. For example, the teacher often defaults to giving you reading material - some of which is quite heavy on esoteric notation that is barely covered, if at all - instead of making explanatory videos. Another example: the feedback on quiz questions, most of the time, amounts to ""Great job!"" or ""Incorrect"", with no explanations. The quizzes themselves often feel completely disconnected from the lessons that precede or follow them. They can be extremely easy, or extremely hard, usually with no in-between. And the programming assignments can be strangely worded or contain mistakes at times, which can throw you off as a student. They certainly threw me off, even though I'm already quite familiar with Python and numpy. In other words, the substance of the assignments wasn't necessarily insurmountable - I was shocked how quickly I completed some of them, in fact -, but the way they're framed and explained made some of them more puzzling than they needed to be sometimes. All those aspects are big departures from the teaching style of the previous courses. Lastly, though this was also an issue with the other courses, the teachers and staff barely ever reply to questions on the forum. Not too much of an issue when the course itself is great, but for this third course, it didn't help matters.\n\nI realize I sound very critical, but again, this isn't to say people shouldn't take the course. They should take it, including the third part, if they have any interest in machine/deep learning and they need to brush up on maths. It's easily worth the €40/month - by the way, you can go through the entire curriculum in a month if you can devote 4-6 hours to it almost every day like I inexplicably managed to do. I just wanted to push back a little against what you said in the video, where you seemed to imply that people were unfairly complaining about some of the assignments. From someone who isn't already very comfortable with maths and abstractions but was diligently making their way through all the content regardless, let me emphasize: it's not just that the third course will challenge you and you should just deal with it; it's that it could stand to be improved, or at least give more pointers to helpful external resources (not just a link to a Wikipedia article). Being challenging or intermediate level isn't an excuse for an unbalanced difficulty curve or hasty coverage of complex topics.\n\nI will say this though: that last quiz before the final assignment forced me to do a deep dive on partial derivatives (especially the chain rule) and gave my poor little brain quite a workout. Genuinely thankful for that. And again, the previous two courses alone are worth enrolling for.\n\nLooking forward to more course/book recommendations! :)"
@taneemishere	for the third course it would be very good if they include the statistics and probability instead of PCA
@Mo.Faried	I am still in the second course, and you wouldn't believe me when If I told you that I already finished my Deep Learning specialization, but chose to study this specialization to gain more depth in the related math, and still I am impressed so far by the first 2 courses.
@TheYoRND	This course was really helpful!. It saved me in my first Master's degree semester.
@firstname4337	oh, I've been waiting for this review ever since you announced you were going to do it weeks ago -- YEA !  \nso happy to hear what you've got to say
@sbwiecko	excellent review, I would add that using/learning sympy in parallel helped me a lot following the course and understanding the mathematical concepts
@sumeetsiddhartha9031	i had started the course but couldn't find time due to work i would definitely pursue it, now that you recommend it
@cosmicpuma1409	"I am was not strong, when it came to maths at school but in in my ""post-high school"" education, I worked really hard and exceeded expectations. So much so, that my parents asked if I had cheated or paid someone to write my exams, lol...but this gave me the belief to overcome these fears I had, related to these ""high school"" shortcomings and changed my perception that DS, ML and AI were realms for other people, not me..... I have become really interested in these fields, ML and AI in particular. I am a long way from reaching my goals but your channel and  recommendation are useful, awesome, insightful and inspiring. PS: His new courses starts today and I just watched this vid! 5th July 2021 - Thank You so much."
@rorshackattack5280	Thank you! I've wanted to do this specialization along with a Deep Learning specialization. I am more confident to proceed now :)
@brahimboughanam1662	thank you for your reviews. really I was confused about this course
@MarioLopez-eu8tj	That's what i looking for some time ago. Thanks so much for the info Giles.
@cosmingutu8256	Can you please say how it relates to the Mathematics for Machine Learning book, do you think the book is more comprehensive?
@mousquetairekrypton3869	PCA is more complicated than computing eigenvectors or multivariable calculus. Although PCA is part of multivariable calculus.
@tuvelout	first thing after I started watching\n0:05 the amount of open tabs
@AungBaw	About to do that one, thanks for inside review
@justamortalman	Worth it! thankyou will check em out.
@optimizedpran1247	This guy is into programming but has old school British mathematician vibes
@MindfulSapient	I am wondering why did they not include any course on probability and statistics in this specialization. I took these courses during my bachelor's in engineering but looking for a resource to revise the subjects. Is there any other specialization that includes a course on probability and statistics that you recommend?
@milindbebarta2226	I'm doing the first course and its the best math course I have ever seen. What a teacher!!
@tauriqabdullah6130	What's your thought on Khan Academy? I haven't done math since I was in high school(2009) and I'm revising it from the ground up. I started with pre-algebra, on Algebra 1 now. Why am I doing this?  I'm interested in Data science.
@nayanukande5554	Yes there are some challanging labs and programming assignment....but after clear understanding of concept I found easy to solve and the tip is if you exhausted dont do it.......do  it with fresh mind.
@therzook	I am scanning through skills required for ML, very helpful indeed, at least I know I will be able to do maths ;)
@philipmariposa3067	I'm currently planning on taking the IBM AI enginerring course and am considering taking the Imperial College course in order to get my maths up to speed. Maths is far, far, far from my strong subject; I somehow managed to get an o'level and then avoided it until doing an Open University course on maths for science, in which I learnt more than I had in my school years. So... Am I likely to struggle with this course ? Is it a good foundation for ongoing ML & AI study ? Any snesible replies will be welcome. Thanks.
@Scythe6140	Actually I completed the first course of this specialization and having completed this far Idk why are people commenting that the assignments are hard. In fact those were totally based on lectures. After all this is the price you need to pay to learn something new and earn a certificate from a renowned institution. Otherwise just fast forwarding the lectures and solving just the petty assignment doesn't add any worth to your learning. Rather it is the best course for anyone who wants to equip themselves with the mathematical knowledge needed for machine learning.
@rhondaverma6358	I love mathematics… I wish I were younger so I could become mathematician. Now I just work every day and come home ….
@-steady-8215	Maybe. Just maybe.
@brianbrian7902	I'm here early today I just wanna ask I'm completely new to python where do I start thank you very much in advance
@jt099	Great videos. plaining to take this in the near future.  Cheer!
@alpborakirte801	I enrolled in this course when i could free because of my school account but i now i cant get a certificate without upgrading my account. So the question is if i add the course in my linkedin without the certificate when i completed the course does it matter that i don't have a certificate?
@rahulahuja1412	Very useful review. Thank you.
@-steady-8215	Does the first course teach enough linear algebra to be able to follow a university level ML course? I already know basic high school LA btw.
@fashionvella730	What I think is if you haven't done the math before I recommend to first cover Khan academy algebra, linear algebra and calculas playlist
@kyng386	Any recomendations, books or courses for learning algorithms?
@ControlTheGuh	What I was looking for. Ty
@j827	What are your thoughts on their MSc in Machine Learning and Data Science (online)?
@lade_edal	Giles, I was sceptical about this video as I don’t remember you ever anything slightly negative about a book or course you’ve reviewed. So I’m glad you pointed out that the third course is the weakest. However, you were still far too generous. Marc deisenroth has exceptionally poor pedagogical skills and as someone who has used, understood and applied PCA in my work for several years, I felt desperately sorry for anyone who came across this as their first exposure. The third course in this specialisation is simply not worth a student’s time.
@mariamqotob767	Well, thanks to this video I'm ready to re-learn math the right way.. thank you.
@anishray7401	Hey Giles. Thank you for the review. Is this course better than the free Mathematics for Machine learning book that you had suggested earlier on your channel? Is it worth to spend money on this specialization when that free book exists? I am asking since you had given a positive review about that book too.
@varun_.	Hey, if i want to learn this course but can't buy, how can I learn from youtube
@agracian1	Hi Gile, any thoughts on Andrew Ng's Deep Learning Specialization course?
@weronikawojtak2091	I was about to ask the same!
@_AverageGuy	Definitely go for it! Andrew is one the few exceptional teachers who knows what he's teaching. You can tell from the amount of enrollments that he's a very good instructor.\nTotally worth it :)
@weronikawojtak2091	 @_AverageGuy  thanks! :)
@스머프-s7g	I agree with the point of that he's a great teacher and that the course is good and all of that, however, it should be noted that I think the course is better looked at as a way to gain a good foundation of the topic. Deep learning has branches such as computer vision, natural language, etc. He's covers them, however, obviously can't go all the way in depth. After the specialization, you should have a foundation of each branch, at leadt the ones covered, but be able to stem off to which to ever one you want. It should also be noted that I'm not saying that the course is covering the intuitions of each branch only, but I am also saying that it will be better suited for a foundation rather than making you an expert in each branch if that makes sense but at the same time, not a full out noob.
@rahafjw3927	does anyone have the notes for the specialization
@breakablec	Sounds very compelling
@EssDubz	"Your justification for why the assignments weren't ""too hard"" was all the convincing I needed that this class is bad. If I have to spend extra time digging in more depth online then there is no point to take that course in the first place. I'll just save some time and go straight to the research online step. Why take a course where they don't teach you what you need to know?"
@sagargupta1615	Please make review on applied ai course.
@maged4087	does this course help us with coding?
@Regimital	I finished the Deep Learning specialization and would like to take another course/specialization and use my Coursera for students credit on another course. Which of these two is better to put on a resume when applying for a DS/ML/DL job?\n\n -Mathematics for Machine Learning (Imperial College London - this one) \n-Modern Application Development with Python on AWS (Amazon Web Services) \n\nI took part in a hackathon, where we used AWS, so I guess some cloud-based experience would be useful in an industry setting, that's why I am considering that specialization.
@simplypqz	Is it THAT cold indoor?
@blackfrancis33	Better to take this before or after learning a bit of machine learning?
@msid9870	Great video!
@gabrielsuarez8858	would you advise to begin with python ? or html / css / JS  ?
@anishray7401	Can we audit this course for free without the certificate? Will all of the content be available if we audit it? Will the assignment problem solutions be available if we just audit the course?
@Dyslexic_Neuron	is it availbale on udemy?
@kitatanya	Thanks
@lena191	Anything about the price?
@SCJonathan	Genial Vídeo Bro!!
@samanwaybarman3316	Start reviewing bootcamps
@subhojeetlearning	I am not good at Mathematics. Where do I start to improve my maths?
@MuhammadBilal-zn2oy	is MatLab required for this?
@thedailyepochs338	What other materials did you use to solve the third specialisation of the course, i had troubles with it . Please include links and videos
@lizarettflavour	thank you =)))
@hgftdtduf	Can't open your courses link.
@SuperNova23333	How did you gety past that first programming assignment in the PCA class? It was impossible........ It took me over 8 hours to do.
@knosmichail75	Having completed the course myself i would say its quite demanding in theoretical level (mathematics) and practical level (programming)...It's not a course for a beginner....
@elp09bm1	thanks for the review, but I thought they should have added the Statistics and Probability course as well. I am designing syllabus for Mathematics for Machine Learning for my master's students. I think this is the course which I will consider.
@QasimKhan-nd8og	does this specialization cover all the requisite maths for ML though?
@mustafashapaan7141	introductory level courses
@judededude	Geeze - warning about this video - be prepared to learn
@kavourakos	Where are probabilities and statistics
@MrLegarcia	+1
@muhammadbinabdullah8849	U sound like MarkGoldbridge....
@roaroa5291	Lol, you have almost as many tabs open as me.
@RishavPlayz2007	1st
@Aidenn77-bq3yu	cool review! now I'm thinking about this certf
@arissasolis8494	great video as usual.
@overtlycovert3610	Hey! Great Video!\nIf I buy the plus subscription, can I access the DS course along with Algo course.
@GaganNarang-i7s	i facing difficulty how to gave answer in this course please help
@janalexandersilvestre1693	Hi Daniel, can you review Princeton's algorithm course
@AlexM-ne8jm	is this certificate for beginners?
@ananya__f	please make a feedback video on data engineering course by IBM
@chrislofton3445	Same as well. Think I’m staring this today.
@shylutech591	what was the price for this certification
@EvordRiccie	I'm doing this course right now. I started two weeks ago, and now I'm almost finished with it. It's a very nice course. Also, I got a free course after my financial aid was approved. 
@lilnate2191	Found this course yesterday but weren’t many YouTube videos about it. Perfect timing !
@greenthumb7405	Buddy has his own stock videos. I love it!!!
@carloscuevas9475	 @Daniel-Dann  Do you edit yourself? or got some partnership with an editor? Thanks!
@fezekile228	I completed this IBM Full Stack Developer last month, very much information on this certificate,
@Ahmeddinn	Hey @fezekile228 I'm thinking of taking this or the meta back-end course. What skills have you gained after this, can you build full stack apps now? I found this course a little bit shallow when I looked through it. What is your take?
@jonathanwilliams1719	fezekile, did you have to pay for both the subscription and the course?
@Sammy2g3	Did it open any opportunities?
@TeressaCook-ul1ve	Please how much did you pay for the course?
@erickbravo5299	I have been taking the course since September. I am on the last bit of the 7th certificate. There are 12 certificates total. It's excruciating to say the least and I am a developer. There are many parts where I do not think someone without prior knowledge would understand or figure out. Also, they barley go over how to do something and then expect you to know how to do it on a test. There is a huge issue with their virtual environments as well, which leaves me spending hours trying to find a fix through forums and blogs. \n\nI am still pushing through, but this course is a mess.
@mukamvula	Please sir, what is better to do? To take just the IBM fullstack certification course or to take the fronted + backend IBM certification courses? Please, I need an answer...thaks a lot for the video!
@mukamvula	@SelfMadeProgrammer  Thank you sir...!!!
@HEADSPACEnTIMING	anyone: There some careers assume prior knowledge. If a cloud developer course needs to explain what a network or server is, then you need to exit the course and go learn fundamentals. IT fundamentals are not taught in Cloud.
@jonathanwilliams1719	Hi, to clarify, do you pay coursera subscription and course subscription? Or does the annual membership give you full access to this course with certification?
@federicoalbertogorrini6601	In broad terms, average, which one has more career opportunities and will pay more money: AI/machine learning specialist or software developer?
@oniichandame48	Nice video! Will i get the certificate as long as i complete the courses without additional payment other than my monthly subscription to coursera?
@omorfarukmahfuj	what would you say about ibm fulll stack developer course vs (meta front end and backend course)
@sniperzrgryteclocus	bro did you find it
@MrAlexu20	It s been a month I m studying this course, I find it very useful, lots of information, but the exercise part is not as brilliant. I hope that when I start the part with html css and js, there will be more exercises.
@mushk38	I have recently completed the wev development fundamental and explore emerging tech on ibm. I also have seven years of freelance jog experience from Upwork, Fiverr and Guru. I am a top rated. But need to know are these courses actually worth getting job
@jraze9725	There just one thing I didn't understand about Coursera. Do I have to pay this IBM course separately or it comes with the 380€ yearly subscription?
@jraze9725	 @Daniel-Dann  I was talking about this one on the video, the full stack. I win anyway. Coding courses costs 4k where I live
@robmijn	After reading mixed reviews on this course I have decided to enroll. Does this course help you build a portfolio of projects and examples to show potential employers?
@Tanishq_1803	IBM vs Meta full stack web development course
@KaranKanyal	is this course better than udacity fullstack development nanodegree
@saoudsarwar840	will the 3 months option be enough to complete this course? also is there a time limit upto when one can join the course or it can be enrolled anytime?
@T.H.E-MAN	is this course give you a videos of lectures or a online class?
@GabrielJackson-t9l	cool video)
@misbakhan6980	Does this course come with live classes to learn?
@psychTech321	is this suitable for 19 year old??
@jakemuhlestein8205	Can anyone tell me how much the entire course costs for the whole certificate?
@rubickon	So what is the price?
@humourstan7554	is it better than cs50 web development?
@gpsousa1	Great video my friend. How much it is after the free trial?
@bunny12249	If i complete cloud computing course after html css and js will in get a professional certification (iam applying course wise in financial aid).
@amshirakfirthouse7457	They provide free certification?)
@FedyaKhedoian	But not freee
@ВадимХамлій	cool video)
@Atlas92936	Hey Alex, I just landed a Data Analyst internship for the summer and I am really looking forward to it. Your channel has definitely helped me out. \n\nI am looking forward to taking this machine learning specialization as well. I’m planning out when to commit the time to study. Work will take up so much of my time in the day!
@coolzairhussain	Really glad to see this channel branch out into different fields of analytics! ML knowledge is really valuable to have, especially when it is displayed as a portfolio project on a resume 
@datping7377	Your content is amazing, I'm doing the google certification right now and I'm looking forward to start my portfolio with some of your tutorials!
@stillmattwest	I just finished week one of this course. There is definitely some math! If you're like me and its been a minute since you've really had to work through an equation, I would advise just slowing down and making sure you understand what you're looking at before moving on because each step builds on the last. \n\nAndrew Ng is a very good teacher, which is what makes the class work. ChatGPT is also good as an echo chamber. Try to explain the math to it, it will correct you if you get something wrong.
@yitbarekdemesie512	Thanks for sharing this! I was looking for a good ML course and this is exactly the suggestion I needed!
@CalvinOnTheCoast	So happy my college actually teaches machine learning in the DA program. So interesting.
@nayeem3905	Alex, great video as usual.  Question for you, how do you balance work with your studies and side hustle? What's your schedule look like on a weekly basis?  I'm trying to make changes to my weekly habit to be more efficient.  Would love to hear from you. Thank you
@thihiendao6291	Hi Alex, I really hope that you can see this comment. I really appreaciate all of your amazing works so far. It is really helpful. Can you suggest any kind of other sources like books or podcads to have a mindset in data analytics? Because I struggle with which questions to ask, rather than which tools and how the codes are written. Thank you so much for that, you are such an amazing man!
@lody33100	As always perfect review  thanks Alex
@omaralhajali3915	Thanks for sharing this you are a great teacher \nMy teacher can i get work after finish this courses ??
@shreyassridharan7765	Hey Alex, up to what level of python do you feel is required to take this specialization. Would you suggest to learn some prior math concepts before heading into this course?
@zabeebarsalan1385	Hi Shreyas ! I am already taking this course . For python you need to know what functions are , for loops , and what are methods . \nIn terms of math all you need is college level math . And You dont need to go through anything advance as Andrew goes through them in lessons as well. \nOne thing i must mention is that if you dont know python then understanding code will be difficult.
@Beyond_b1	Python or any programming knowledge or what I call computational thinking. Then for machine learning, you need statistics(300 level), Linear algebra( An absolute must) if you haven’t taken a course in linear algebra you will never understand machine learning period, and then some multivariate calculus and even basic calc. When I took the MITx class in ml it was clear people just didn’t understand what was going on.
@sharon_ng	Sad that I have to pay for the specialisation because it is not included in my uni's partnership programme with Coursera, but I think the fee will be worth it :) Thanks for reminding us of Andrew Ng using Python for ML, Alex
@tonystark3224	There are 3 courses within this specialisation. You can audit them for free. You will get the whole course just not graded assignments.
@sharon_ng	 @tonystark3224  but i want the certificates
@ozysjahputera7669	They give you 7 days free trial and it costs $49/month after that. If you can go faster, the total cost will be cheaper. I learned most of these stuff back in school, so I was able to go through these courses fairly quick. I am almost done with the 2nd week of the last course in exactly 2 weeks after starting with this specialization. Coursera planned this specialization for 10 weeks total (3+4+3). But if you do it 5x a week at 1.5 hours ea you should be able to finish it in less than 2 months.
@salehmehdizade	Off topic question. Please answer. How important is it to know statistics for data analyst. And if it is very important what would you recommend to learn? STATA, R STUDIO or anything else really. I am just stuck in regression and correlation. I mean I understand how it works but when you have a really big data manual calculation is not the best way. Just wanna know your opinion on this. Thank you
@Explorer_Nur	Hi Alex and everyone, \nPls I need help on how to upload my certificate from Coursera to Upwork. I've tried but Coursera is not among the list of options in the certification. Thank you all
@hasanmougharbel8030	great efforts in this channel.\nI have only simple enquiry as a new sql learner.\nI haven't made my mind yet whether to use sql server or not. \nIs sql server the best solution available for those who want to manage and automate databases inside a medium size company.\nIs there any alternative i need to consider right from the beginning or any applications that is relevant to integrate with the database being used.\nI consider myself a machine learning enthusiast and and would mostly like to automate business solutions with the engine being used.\nThanks for taking time to read this.. God bless you.
@Zivafgin	What are the differences to Deep Learning Specialization by Andrew Ng?
@DK-ox7ze	Are all the video recordings in the updated course also new?
@sujaynazare489	Hey Alex! I have completed this course 3 months back. Is it worth to take it up again? Although I know R and don’t know Python!
@adamissa2493	Thanks for the review\nIs the course also useful for ppl who are more into data analytics ?
@siavashshojaat	Hey Alex,\nThanks for the review! Does this course come with a note? (e.g., a pdf or Jyputer notebook).
@swethav41	Hi Alex,\n\nIs this one Specialization course enough to learn Machine Learning and dive into a career related to ML?
@ikennanwankpa6354	Thanks Alex for a great review as always. Please what's the cost of this program?
@elenakoroleva5443	Hey Alex,\nThank you for the great review! Is this specialization available only in specific regions? The link is not working for me...
@milanpanic9614	Hey Alex, I have one question.. My english is meybe on A2 level, can I apply on any job? Data Analyst, Bussines Analyst... Or to wait and learn more english? Big greetings for You!
@a_samad	what about the python and its libraries? do they teach these?
@yiqiangjizhang	No slides are provided?
@animaze3606	How much money it cost to learn machine learning course from Coursera?
@ashokram6984	I have a doubt  , since it is called us Deep learning.ai ..is it just all about deep learning ..or it starts from scratch of ML to Deep learning..of should i do someother machine learning course before taking this... please help me
@ashokram6984	 @AlexTheAnalyst  Thanks
@mixcheladachannel6127	You have convinced me to take the course . I paid the $48 let's see how it goes
@gokukanishka	does this teach python as well ?
@AJ-ll1qc	I just found your page and I'm in the process of watching all of your videos. I just accepted a position of a administrative analyst and I like it so far, but I can't find much about others in this position. I don't get paid much ($17)but I'm okay with that for now because I'm entry and graduated with a BS in community health in 2020 and went from a screener,to medical records to my current position at the same clinic location. Where should I start to leverage on my new position of administrative analyst. I'm so sorry for the long comment and grammar but I'm searching for a sense of direction I desperately want to take this small opportunity and grow and I'm afraid that I might because stagnant. 2020 really did a number on my confidence in job hunting and how I'm perceived in the market because I was constantly turned down and overlook for things I felt like I was qualified for.
@hoanglam2814	So cool
@MrBigLinthehouse	"Hi Alex are you related to the guy who runs ""chart explorer"" YouTube channel. It's about Data Analytics and you guys look like twins!"
@MrBigLinthehouse	 @AlexTheAnalyst  please check him out, invite him over and do just 1 series together people would love it. \n\nWhile you at, people are actually convinced that to be a Data analyst you have to be bald and beard please confirm if it's true  I got beard so....
@auzaluis	it reminds me to Joshua Starmer
@rauhan_sheikh	Updated andrew ng is op
@ayesigasteven8058	Dude, what are you doing  with your vocals , it makes the whole  listening experience bad
@pygeekrfoo820	Not a fan that this is sponsored by coursera. How can anyone be objective in that case
@technologiglobalworld4375	Looking at mey seen . \nlaunched . \nFounder ceo create educational . \nBoombings . Studied . Technical meet Audio visualizations
@iyadmenla8409	Thank you Greg for all you do and dropping another review for us :)
@arsheyajain7055	Ohh checking it out now!! I’ve been waiting for your review!
@samueldioscoros2667	I took it and was impressed by it (this is Thomas Comerford btw, you responded to a comment of mine earlier today) in that it taught me a lot as a newbie. However, one thing that I noticed is that comparing it to the 4th course in the IBM cert, it doesn't utilize the requests library like the IBM one does. Personally, I think you're better off just skipping it if you're going to take the IBM courses, since the 4th course alone goes over everything and more that the specialization has. The only downside is that the IBM one is very fast paced, and it may feel like you aren't getting a total explanation of the content, so you'll just need to repeat stuff. One thing that you won't get in course 4 of the IBM cert is SQL with Python, but that's because it's another course.
@aryannegi3670	I am an absolute beginner with 0 programming knowledge. I want to learn python from scratch, which will also be my first programming language. What do you think I should be doing? the IBM one or the michigan one?
